Epoch,Train Loss,Val Loss
1,0.00020640507890859063,0.010041457784175874
2,8.134891917458795e-05,0.008104457426071167
3,4.5232333233548757e-05,0.008210668015480042
4,2.783098827076555e-05,0.009259546327590943
5,2.0361896351921174e-05,0.009052636134624481
6,1.6298314939012442e-05,0.00911768798828125
7,1.329153954987625e-05,0.009890125608444213
8,1.3695023559857953e-05,0.010367796671390534
9,1.1627171707107926e-05,0.009647550845146178
10,9.982892641322218e-06,0.010038614356517792
